"SID","lat","lon","elev","name"
11698,48.8808,16.0858,338.8,"KUCHAROVICE"
11710,49.6525,16.9536,515,"LUKA"
11723,49.1531,16.6889,245.68,"BRNO/TURANY"
11730,50.1875,17.1086,1327,"SERAK"
11747,49.45,17.1333,216,"PROSTEJOV"
11748,49.4242,17.4081,207.7,"PREROV"
11766,49.7803,17.5419,753.27,"CERVENA U LIBAVE"
11774,49.3206,17.57,223.86,"HOLESOV"
11782,49.6975,18.1208,251.75,"OSTRAVA/MOSNOV"
11787,49.5458,18.4475,1326.82,"LYSA HORA"
11801,48.4,17.15,207,"MALACKY"
11816,48.2,17.2,134,"BRATISLAVA-LETISKO"
11819,48.4833,17.6667,178,"JASLOVSKE BOHUNICE"
11826,48.6167,17.8333,164,"PIESTANY"
11841,49.2333,18.6167,311,"ZILINA/HRICOV"
11855,48.2833,18.1333,136,"NITRA"
11856,48.2833,18.45,262,"MOCHOVCE"
11858,47.8667,18.2,124,"HURBANOVO"
11867,48.7667,18.6,261,"PRIEVIDZA"
11880,48.1667,18.8667,140,"DUDINCE"
11903,48.65,19.15,315,"SLIAC"
11916,48.9833,19.6,2007,"CHOPOK"
11918,49.3667,19.6833,693,"LIESEK"
11927,48.3333,19.7333,215,"LUCENEC"
11930,49.2,20.2167,2635,"LOMNICKY STIT"
11933,49.1167,20.0833,1356,"STRBSKE PLESO"
11934,49.0667,20.25,696,"POPRAD/TATRY"
11938,48.85,20.1833,906,"TELGART"
11952,49.0333,20.3167,703,"POPRAD-GANOVCE"
11955,49.0333,21.3167,324,"PRESOV"
11958,48.7833,20.9833,1246,"KOJSOVSKA HOLA"
11968,48.6667,21.2167,231,"KOSICE"
11976,49.2167,21.65,217,"STROPKOV, TISINEC"
11978,48.6667,21.7333,106,"MILHOSTOV"
11993,48.9333,22,178,"KAMENICA NAD CIROCHOU"
12001,55.4808,18.1825,46,"PETROBALTIC BETA"
12100,54.1828,15.5806,5.39,"KOLOBRZEG"
12105,54.2044,16.1553,34.66,"KOSZALIN"
12115,54.5883,16.8542,10.85,"USTKA"
12120,54.7536,17.5347,5.92,"LEBA"
12125,54.5531,17.7569,40.97,"LEBORK"
12135,54.6036,18.8119,2.62,"HEL"
12140,54.3997,18.6978,7.45,"GDANSK PORT PN."
12145,54.5189,18.5592,21.7,"GDYNIA"
12150,54.3808,18.47,138.35,"GDANSK-REBIECHOWO"
12160,54.1619,19.4314,42.83,"ELBLAG"
12185,54.0683,21.3694,109.91,"KETRZYN"
12195,54.1308,22.9489,185.35,"SUWALKI"
12200,53.9233,14.2422,5,"SWINOUJSCIE"
12205,53.3953,14.6228,6.68,"SZCZECIN"
12206,53.5928,14.8889,37.54,"GOLENIOW"
12210,53.7717,15.4147,55.77,"RESKO"
12215,53.7147,16.7467,142.05,"SZCZECINEK"
12230,53.1311,16.7483,73.33,"PILA"
12235,53.7153,17.5325,171.9,"CHOJNICE"
12240,53.0964,17.995,72.32,"BYDGOSZCZ"
12250,53.0422,18.5953,72.09,"TORUN"
12270,53.1042,20.3611,148.52,"MLAWA"
12272,53.7711,20.4228,136.6,"OLSZTYN"
12280,53.7892,21.5886,128.44,"MIKOLAJKI"
12285,53.0675,21.5353,94,"OSTROLEKA"
12295,53.1083,23.1722,150.09,"BIALYSTOK"
12300,52.7411,15.2772,72.55,"GORZOW WLKP"
12310,52.3486,14.5939,24,"SLUBICE"
12312,52.14,15.7961,63.26,"ZIELONA GORA-BABIMOST"
12330,52.4167,16.8347,88,"POZNAN"
12345,52.2003,18.6614,117.41,"KOLO"
12360,52.5883,19.7258,108.76,"PLOCK"
12372,52.2814,20.9633,99.49,"WARSZAWA BIELANY"
12374,52.4078,20.9564,96.2,"LEGIONOWO"
12375,52.1628,20.9611,106.47,"WARSZAWA-OKECIE"
12385,52.1811,22.2447,154.99,"SIEDLCE"
12399,52.0786,23.6219,137.32,"TERESPOL"
12400,51.9303,15.5244,192.45,"ZIELONA GORA"
12415,51.1931,16.2075,123.53,"LEGNICA"
12418,51.8358,16.5347,93.05,"LESZNO"
12424,51.1033,16.9,120.96,"WROCLAW II"
12425,51.1131,16.8811,119.55,"WROCLAW I"
12435,51.7819,18.0819,138,"KALISZ"
12455,51.2111,18.5578,200.86,"WIELUN"
12465,51.7233,19.3994,190.34,"LODZ"
12469,51.3533,19.8664,189.19,"SULEJOW"
12471,51.835,20.7911,180,"BELSK"
12488,51.5647,21.5436,126.11,"KOZIENICE"
12491,51.4131,21.9661,142.79,"PULAWY"
12495,51.2167,22.3931,239.7,"LUBLIN RADAWIEC"
12497,51.5533,23.5294,179.45,"WLODAWA"
12500,50.9003,15.7889,343.35,"JELENIA GORA"
12510,50.7361,15.7394,1613.23,"SNIEZKA"
12520,50.4369,16.6142,356.9,"KLODZKO"
12530,50.6269,17.9689,162.97,"OPOLE"
12540,50.0617,18.1917,205.92,"RACIBORZ"
12550,50.8125,19.0925,295.15,"CZESTOCHOWA"
12555,50.4694,19.0764,304.09,"KATOWICE-PYRZOWICE"
12560,50.2406,19.0328,280.56,"KATOWICE"
12566,50.0803,19.8019,241.5,"KRAKOW-BALICE"
12570,50.8103,20.6922,261.11,"KIELCE-SUKOW"
12575,50.03,20.9844,209.1,"TARNOW"
12580,50.1114,22.02,212.56,"RZESZOW-JASIONKA"
12585,50.6967,21.7158,218.94,"SANDOMIERZ"
12595,50.6978,23.2064,213.19,"ZAMOSC"
12600,49.8081,19.0011,399.47,"BIELSKO-BIALA"
12625,49.2939,19.9603,857,"ZAKOPANE"
12650,49.2325,19.9819,1988.75,"KASPROWY WIERCH"
12660,49.6272,20.6892,295.9,"NOWY SACZ"
12670,49.7069,21.7692,331.31,"KROSNO"
12690,49.4664,22.3417,422.39,"LESKO"
12695,49.8042,22.7719,280.34,"PRZEMYSL"
12756,48.1167,19.5167,153,"SZECSENY"
12766,48.4833,20.5333,305,"JOSVAFO"
12772,48.1,20.7667,236,"MISKOLC"
12786,48.4,22.1667,104,"ZAHONY"
12805,47.6833,16.6,239,"SOPRON"
12812,47.2667,16.6333,221,"SZOMBATHELY"
12815,47.8833,17.2833,122,"MOSONMAGYAROVAR"
12822,47.7167,17.6833,117,"GYOR"
12825,47.2,17.5,146,"PAPA"
12830,47.0667,17.8333,281,"VESZPREM/SZENTKIRALYSZABADJA"
12836,47.65,18.3167,129,"TATA"
12839,47.4333,19.2667,185,"BUDAPEST/FERIHEGY INTL"
12843,47.4333,19.1833,139,"BUDAPEST/PESTSZENTLORINC"
12844,47.35,18.9833,104,"TOKOL"
12846,47.1833,18.6167,106,"AGARD"
12847,47.75,18.6,109,"TAT"
12851,47.8667,20.0167,1015,"KEKESTETO"
12860,47.1167,20.2333,94,"SZOLNOK"
12866,47.65,20.6333,92,"POROSZLO"
12870,47.9,20.3833,218,"EGER"
12882,47.4833,21.6,109,"DEBRECEN"
12892,47.9667,21.8833,142,"NYIREGYHAZA/NAPKOR"
12910,46.9167,16.3167,313,"SZENTGOTTHARD/FARKASFA"
12915,46.8667,16.8,180,"ZALAEGERSZEG/ANDRASHIDA"
12922,46.6833,17.1667,125,"SARMELLEK"
12925,46.45,16.9667,141,"NAGYKANIZSA"
12932,46.4,17.9167,156,"TASZAR"
12935,46.9167,18.05,109,"SIOFOK"
12942,46,18.2333,203,"PECS/POGANY"
12950,46.5833,18.85,98,"PAKS"
12960,46.1833,19.0167,113,"BAJA"
12970,46.9167,19.75,123,"KECSKEMET"
12982,46.25,20.1,83,"SZEGED"
12992,46.6833,21.1667,90,"BEKESCSABA"
13067,46.1,19.7667,105,"PALIC"
13160,45.7667,19.15,89,"SOMBOR"
13168,45.3333,19.85,87,"NOVI SAD RIMSKI SANCEVI"
13173,45.3667,20.4167,82,"ZRENJANIN"
13174,45.85,20.4667,82,"KIKINDA"
13180,45.05,21.0333,91,"BANATSKI KARLOVAC"
13183,45.15,21.3167,85,"VRSAC"
13262,44.55,19.2333,122,"LOZNICA"
13266,45.1,19.55,83,"SREMSKA MITROVICA"
13269,44.3167,19.9167,177,"VALJEVO"
13272,44.8167,20.2833,99,"BEOGRAD/SURCIN"
13274,44.8,20.4667,132,"BEOGRAD"
13275,44.7667,20.4167,203,"BEOGRAD/KOSUTNJAK"
13278,44.0333,20.9333,185,"KRAGUJEVAC"
13279,44.3667,20.95,122,"SMEDEREVSKA PALANKA"
13285,44.75,21.5167,84,"VELIKO GRADISTE"
13289,44.1167,21.95,1039,"CRNI VRH"
13295,44.2333,22.55,44,"NEGOTIN"
13361,43.15,19.1333,1450,"ZABLJAK"
13363,43.35,19.35,788,"PLJEVLJA"
13367,43.7333,19.7167,1029,"ZLATIBOR"
13369,43.2833,20,1039,"SJENICA"
13370,43.8333,20.0333,312,"POZEGA UZICKA"
13376,43.7,20.7,217,"KRALJEVO"
13378,43.2833,20.8,1713,"KOPAONIK"
13383,43.5667,21.35,167,"KRUSEVAC"
13384,43.9333,21.3833,125,"CUPRIJA"
13388,43.3333,21.9,202,"NIS"
13389,42.9833,21.95,232,"LESKOVAC"
13397,43.0167,22.75,450,"DIMITROVGRAD"
13455,42.45,18.55,10,"HERCEG NOVI-IGALO"
13457,42.4,18.7333,5,"TIVAT"
13459,42.7667,18.95,647,"NIKSIC"
13461,42.1,19.0833,6,"BAR"
13462,42.3667,19.25,33,"PODGORICA-GOLUBOVCI"
13463,42.4333,19.2833,50,"PODGORICA-GRAD"
13464,41.9167,19.2167,29,"ULCINJ"
13465,42.8333,19.5333,945,"KOLASIN"
13473,42.6667,20.3,499,"PEC"
13477,42.2167,20.7333,403,"PRIZREN"
13481,42.65,21.15,576,"PRISTINA"
13489,42.55,21.9167,434,"VRANJE"
13492,41.0167,20.8833,1750,"POPOVA SAPKA"
13493,42.2,22.3333,696,"KRIVA PALANKA"
13571,42,20.9667,462,"TETOVO"
13573,41.5167,20.5333,675,"DEBAR"
13575,41.85,20.8667,885,"POZARANE-PGC"
13576,41.7,20.75,1240,"MAVROVO"
13577,41.5333,20.7,1321,"LAZAROPOLE"
13578,41.1167,20.8,761,"OHRID"
13579,41.1,20.8167,700,"OHRID-AERODROME"
13580,40.85,21.0667,910,"PRETOR-PGC"
13581,41.2167,21.4667,0,"TOPOLCANI-PGC"
13582,41.3667,21.25,1230,"KRUSEVO"
13583,41.05,21.3667,589,"BITOLA"
13584,41.7333,21.5167,2540,"SOLUNSKA GLAVA"
13585,41.3333,21.5667,674,"PRILEP"
13586,41.9667,21.65,239,"SKOPJE PETROVEC"
13588,42.0167,21.4,301,"SKOPJE-ZAJCEV RID"
13589,42.1333,21.7167,338,"KUMANOVO"
13590,41.9,21.85,856,"GURISTE-PGC"
13591,41.75,22.1833,327,"STIP"
13592,41.4167,22.25,126,"DEMIR KAPIJA"
13593,41.3,22.4167,1030,"POZAR-PGC"
13594,41.8833,22.5,513,"VINICA-PGC"
13595,41.4333,22.65,224,"STRUMICA"
13597,41.15,22.5,59,"GEVGELIJA"
13598,41.7167,22.85,836,"BEROVO"
13599,41.4333,22.0333,260,"KAVADARCI"
13600,42.1,19.5333,43,"SHKODRA"
13601,41.3333,19.8,97,"TIRANA-LA PRAKA"
13610,42.0333,20.4167,354,"KUKES"
13611,41.3,19.45,12,"DURRES"
13615,41.3333,19.7833,90,"TIRANA"
13619,41.6833,20.4333,653,"PESHKOPI"
13622,40.4667,19.4833,5,"VLORE"
13624,40.8,19.9,33,"QYTETI STALIN"
13625,40.0833,20.15,194,"GJIROKASTRA"
13629,40.6,20.7667,899,"KORCA"
14006,46.2636,13.8408,1535,"VOGEL"
14007,46.4972,13.7128,864.5,"RATECE"
14008,46.3792,13.8492,2515,"KREDARICA"
14009,46.025,13.9031,1067,"VOJSKO"
14010,46.3653,14.1744,515,"LESCE"
14012,46.0931,14.3708,685,"KATARINA"
14014,46.2175,14.4728,383.15,"LJUBLJANA/BRNIK"
14015,46.0656,14.5122,297.5,"LJUBLJANA/BEZIGRAD"
14021,46.4894,15.1111,444,"SLOVENJ GRADEC"
14023,46.2364,15.2258,243.63,"CELJE"
14024,46.0678,15.285,944,"LISCA"
14026,46.4797,15.6819,265,"MARIBOR/SLIVNICA"
14031,46.6519,16.1914,186.7,"MURSKA SOBOTA"
14105,45.4753,13.6158,3.5,"PORTOROZ/SECOVLJE"
14106,45.8956,13.6244,56.1,"NOVA GORICA"
14112,45.7661,14.1928,533,"POSTOJNA"
14118,45.6458,14.85,467,"KOCEVJE"
14120,45.56,15.1461,157,"CRNOMELJ"
14121,45.8017,15.1775,220,"NOVO MESTO"
14122,45.8986,15.5183,161.64,"CERKLJE OB KRKI"
14216,45.3369,14.4428,124.87,"RIJEKA/KOZALA"
14219,45.5936,14.6306,863.4,"PARG"
14232,45.4936,15.565,110.96,"KARLOVAC"
14234,46.1389,15.9,203.09,"KRAPINA"
14235,45.9078,15.9678,992.15,"PUNTIJARKA"
14236,45.8147,15.9722,162.45,"ZAGREB/GRIC"
14240,45.8219,16.0336,127.62,"ZAGREB/MAKSIMIR"
14241,45.7322,16.0567,108.8,"ZAGREB/PLESO"
14244,45.4892,16.3883,105.95,"SISAK"
14246,46.2819,16.3547,166.66,"VARAZDIN"
14248,46.0286,16.5536,142.8,"KRIZEVCI"
14253,45.9119,16.8539,142.39,"BJELOVAR"
14256,45.8836,17.2006,263.21,"BILOGORA"
14258,45.5914,17.2103,154.5,"DARUVAR"
14280,45.5178,18.5697,89.33,"OSIJEK-CEPIN"
14284,45.4678,18.8206,89,"OSIJEK/KLISA"
14307,44.8964,13.9319,62.83,"PULA AERODROME"
14308,45.2408,13.9453,292.96,"PAZIN"
14314,44.5325,14.4719,53.05,"MALI LOSINJ"
14317,45.2239,14.5819,82.7,"RIJEKA/OMISALJ"
14321,44.7589,14.7717,19.86,"RAB"
14323,44.9925,14.9033,27.9,"SENJ"
14324,44.8147,14.9753,1597.92,"ZAVIZAN"
14328,45.2631,15.2225,328.2,"OGULIN"
14330,44.5506,15.3731,562.25,"GOSPIC"
14370,45.1622,17.9956,89.29,"SLAVONSKI BROD"
14382,45.1592,18.7036,98,"GRADISTE"
14428,44.13,15.2058,5.9,"ZADAR PUNTAMIKA"
14430,44.0969,15.3403,79,"ZADAR RS"
14431,44.0969,15.3628,82.7,"ZADAR/ZEMUNIK"
14438,43.7281,15.9064,75.16,"SIBENIK"
14441,43.0486,16.0869,19.91,"KOMIZA"
14442,44.0408,16.2069,255.1,"KNIN"
14443,42.3922,16.2431,97.5,"PALAGRUZA"
14444,43.5394,16.3011,20.95,"SPLIT/RESNIK"
14445,43.5083,16.4258,128,"SPLIT/MARJAN"
14447,43.1708,16.4372,25.4,"HVAR"
14452,42.7683,16.9003,186.7,"LASTOVO"
14454,43.2878,17.0197,49.41,"MAKARSKA"
14462,43.0478,17.4403,5,"PLOCE"
14472,42.6447,18.085,53.28,"DUBROVNIK/GORICA"
14474,42.5628,18.27,167.2,"DUBROVNIK/CILIPI"
14528,44.8167,15.8833,250,"BIHAC"
14537,44.7667,16.7,158,"SANSKI MOST"
14542,44.7833,17.2167,156,"BANJA LUKA"
14543,44.35,17.2667,431,"JAJCE"
14544,44.0667,17.4667,566,"BUGOJNO"
14549,44.2167,17.9,348,"ZENICA"
14554,44.8833,18.4333,140,"GRADACAC"
14557,44.55,18.7,307,"TUZLA"
14640,43.8333,17.0167,728,"LIVNO"
14648,43.35,17.8,108,"MOSTAR"
14650,43.7667,18.0333,972,"IVAN SEDLO"
14652,43.7167,18.2667,2070,"BJELASNICA"
14653,43.8167,18.3333,511,"SARAJEVO-BUTMIR"
14654,43.8667,18.4333,638,"SARAJEVO-BJELAVE"
14656,43.2333,18.6,1309,"CEMERNO"
14657,42.9167,17.6,14,"NEUM"
15000,48.195,26.5736,260.4,"DARABANI"
15004,47.9392,23.9044,276.2,"SIGHETUL MARMATIEI"
15007,47.8378,25.8906,390.5,"RADAUTI"
15010,47.7214,22.8872,124.2,"SATU MARE"
15014,47.6608,23.4917,217.2,"BAIA MARE"
15015,47.7769,23.9406,504.2,"OCNA SUGATAG"
15020,47.7356,26.6456,162.4,"BOTOSANI"
15023,47.6328,26.2406,352.2,"SUCEAVA"
15025,47.8306,27.2197,110,"STANCA STEFANESTI"
15033,47.6025,24.6489,1787,"IEZER"
15042,47.3442,22.0944,113,"SACUIENI"
15044,47.455,22.7836,160,"SUPURO DE JOS"
15047,47.4397,23.8722,365,"TARGU LAPUS"
15056,47.3583,26.9256,292.2,"COTNARI"
15063,47.195,23.0467,296.2,"ZALAU"
15069,47.3247,25.1344,924.2,"POIANA STAMPEI"
15073,47.2122,26.3792,388.2,"TARGU NEAMT"
15080,47.0358,21.8958,137.1,"ORADEA"
15083,47.1281,23.8989,233.2,"DEJ"
15085,47.1492,24.5139,367.5,"BISTRITA"
15088,47.0981,25.2461,2023.5,"CALIMANI RETITIS"
15090,47.1708,27.6283,103.4,"IASI"
15094,47.0125,27.5825,400,"BARNOVA"
15095,46.9936,22.5903,317,"BOROD"
15099,46.8572,23.0325,561.3,"HUEDIN"
15107,46.9264,25.36,688.2,"TOPLITA"
15108,46.9775,25.95,1898,"CEAHLAU TOACA"
15109,46.9336,26.3894,361.6,"PIATRA NEAMT"
15111,46.9692,26.9119,217.4,"ROMAN"
15113,46.8381,27.4422,131,"NEGRESTI"
15117,46.7886,22.1122,163.8,"HOLOD"
15118,46.6897,22.6233,1109.2,"STANA DE VALE"
15119,46.7592,22.7942,1837.2,"VLADEASA 1800"
15120,46.7778,23.5714,410.4,"CLUJ-NAPOCA"
15123,46.7475,24.1597,398,"SARMASU"
15124,46.8861,24.6453,450.3,"BATOS"
15127,46.7058,25.5125,751.3,"JOSENI"
15136,46.5186,21.5417,97.2,"CHISINEU-CRIS"
15138,46.6447,22.1711,587,"DUMBRAVITA DE CODRU"
15143,46.5831,23.7911,428,"TURDA"
15145,46.5333,24.5339,309.2,"TARGU MURES"
15148,46.6489,25.2964,1279,"BUCIN"
15150,46.5319,26.9125,185.3,"BACAU"
15154,46.6461,27.7144,117.4,"VASLUI"
15160,46.5281,22.4664,279.3,"STEI"
15162,46.3639,23.0403,592.2,"CAMPENI"
15163,46.5356,23.3103,1356,"BAISOARA"
15165,46.36,24.2261,524.4,"TARNAVENI"
15168,46.2967,25.2917,524.2,"ODORHEIUL SECUIESC"
15170,46.3714,25.7725,662.2,"MIERCUREA CIUC"
15179,46.2647,21.6628,474.2,"SIRIA"
15182,46.2792,22.3333,178.2,"GURAHONT"
15184,46.3175,23.1392,1197.2,"ROSIA MONTANA"
15189,46.2278,24.5917,319.2,"DUMBRAVENI"
15194,46.2728,26.6411,243.3,"TARGU OCNA"
15197,46.2331,27.6444,173.2,"BARLAD"
15199,46.0714,20.6017,86.2,"SANNICOLAU MARE"
15200,46.1336,21.3536,117.83,"ARAD"
15204,46.0192,22.1508,157,"VARADIA DE MURES"
15206,46.1694,22.7261,274.2,"TEBEA"
15208,46.0639,23.5633,247,"ALBA IULIA"
15209,46.1783,23.9353,338.2,"BLAJ"
15215,46.0808,25.5958,509,"BARAOLT"
15217,45.9928,26.115,569,"TARGU SECUIESC"
15219,46.1047,27.1703,102.2,"ADJUD"
15230,45.865,22.8989,241.2,"DEVA"
15231,45.9642,23.5414,254.5,"SEBES ALBA"
15235,45.8364,24.9353,429.2,"FAGARAS"
15238,45.8717,25.8022,524.2,"SFANTU GHEORGHE COVASNA"
15245,45.7808,20.7022,79.8,"JIMBOLIA"
15247,45.7711,21.2581,87.2,"TIMISOARA"
15254,45.6572,23.9325,1454.3,"PALTINIS SIBIU"
15260,45.7894,24.0914,444.2,"SIBIU"
15261,45.6683,26.0567,708.3,"INTORSURA BUZAULUI"
15262,45.8239,26.3756,1785,"LACAUTI"
15264,45.6875,27.1997,58.3,"FOCSANI"
15265,45.8417,27.4089,61,"TECUCI"
15270,45.6867,21.9333,124.3,"LUGOJ"
15277,45.6531,24.2717,519.2,"BOITA"
15279,45.6039,24.6147,2047,"BALEA LAC"
15280,45.4458,25.4567,2511.1,"VARFU OMU"
15282,45.6,25.55,1028,"POIANA BRASOV"
15284,45.6028,26.4097,1633.2,"PENTELEU"
15285,45.5489,26.7103,833,"BISOCA"
15289,45.3828,21.1364,82.6,"BANLOC"
15292,45.4172,22.2264,242.2,"CARANSEBES"
15296,45.4064,23.3767,599,"PETROSANI"
15297,45.4356,23.6308,1349.2,"OBARSIA LOTRULUI"
15300,45.6958,25.5261,535.2,"BRASOV-GHIMBAV"
15301,45.4314,25.2717,1383,"FUNDATA"
15302,45.5064,25.5836,1091.5,"PREDEAL"
15307,45.3906,27.0386,153.8,"RAMNICU SARAT"
15310,45.4731,28.0322,70.4,"GALATI"
15314,45.3144,21.8869,280.5,"RESITA"
15315,45.1814,22.0558,1433.2,"SEMENIC"
15316,45.3006,22.5014,1450,"CUNTU"
15317,45.2811,22.5328,2186,"TARCU"
15319,45.4111,23.9669,575,"VOINEASA"
15320,45.3875,23.4631,1549.2,"PARANG"
15324,45.2747,25.0367,680,"CAMPULUNG MUSCEL"
15325,45.355,25.5142,1511.2,"SINAIA-1500"
15328,45.3247,26.3694,290.5,"PATARLAGELE"
15333,45.2067,27.9197,15.97,"BRAILA"
15335,45.1906,28.8242,5,"TULCEA"
15336,45.1769,29.1567,3.53,"GORGOVA"
15337,45.0872,29.0733,168.77,"MAHMUDIA"
15338,45.0386,21.7106,310.2,"ORAVITA"
15340,45.0406,23.2594,204.2,"TARGU JIU"
15341,44.9969,22.8594,251,"APA NEAGRA"
15344,45.1656,23.8086,532.2,"POLOVRAGI"
15345,45.0164,24.5703,549,"MORARESTI"
15346,45.0889,24.3628,238.2,"RAMNICU VALCEA"
15347,45.1789,24.6697,449,"CURTEA DE ARGES"
15349,45.1436,25.7333,461.8,"CAMPINA"
15350,45.1328,26.8517,98.2,"BUZAU"
15360,45.1483,29.7589,13.2,"SULINA"
15364,44.9183,22.0061,257.2,"BOZOVICI"
15366,44.8811,22.4164,191.2,"BAILE HERCULANE"
15369,44.8781,23.7086,265,"TARGU LOGRESTI"
15373,44.8489,24.8661,317.2,"PITESTI"
15375,44.9294,25.4256,297.7,"TARGOVISTE"
15377,44.9558,25.9875,178.1,"PLOIESTI"
15387,44.8978,29.5992,2,"SFANTU GHEORGHE DELTA"
15388,44.7225,21.6333,83.2,"MOLDOVA VECHE"
15395,44.6656,24.2372,281.2,"DRAGASANI"
15402,44.7217,26.6572,61.2,"URZICENI"
15405,44.7408,27.2947,50.8,"GRIVITA"
15406,44.6917,27.9636,38.75,"HARSOVA"
15408,44.7344,28.3419,220.4,"CORUGEA"
15409,44.7661,28.8764,38.45,"JURILOVCA"
15410,44.6264,22.6261,78.2,"DROBETA TURNU SEVERIN"
15412,44.4761,23.1131,313,"BACLES"
15416,44.5628,24.7897,209.9,"STOLNICI"
15419,44.6528,25.5792,160.2,"TITU"
15420,44.5106,26.0781,91,"BUCURESTI BANEASA"
15421,44.5,26.2128,91,"BUCURESTI AFUMATI"
15422,44.4119,26.0939,83,"BUCARESTI FILARET"
15425,44.5528,27.3836,52.4,"SLOBOZIA"
15428,44.6897,28.9989,3.2,"GURA PORTITEI"
15434,44.4422,24.3544,173,"SLATINA"
15444,44.3914,27.8389,60.1,"FETESTI"
15445,44.3456,28.0436,87.97,"CERNADOVA"
15450,44.3103,23.8669,193,"CRAIOVA"
15455,44.2828,25.5369,107,"VIDELE"
15460,44.2058,27.3383,19.9,"CALARASI"
15462,44.2433,28.2514,70.7,"MEDGIDIA"
15465,44.0292,23.3311,58,"BAILESTI"
15469,44.1,24.3572,107,"CARACAL"
15470,44.1072,24.9786,103.4,"ROSIORII DE VEDE"
15475,44.0747,26.6372,15.73,"OLTENITA"
15477,44.5164,29.5653,26.5,"PLATFORMA GLORIA"
15479,44.0883,27.9656,159.2,"ADAMCLISI"
15480,44.2139,28.6456,14,"CONSTANTA"
15482,43.985,22.9461,62,"CALAFAT"
15489,43.9781,25.3528,76.7,"ALEXANDRIA"
15490,43.7603,24.8783,31.64,"TURNU-MAGURELE"
15491,43.8753,25.9328,24.8,"GIURGIU"
15494,43.7897,23.9442,37,"BECHET"
15498,43.6614,25.3536,34.8,"ZIMNICEA"
15499,43.8161,28.5875,7.2,"MANGALIA"
15501,44.1667,22.8,38,"NOVO SELO"
15502,43.9833,22.85,31,"VIDIN"
15505,43.2,23.5333,310,"VRATZA"
15507,43.4167,23.2167,204,"MONTANA"
15511,43.8167,23.25,33,"LOM"
15514,43.6833,23.9667,31,"ORYAHOVO"
15525,43.15,24.7,221,"LOVETCH"
15528,43.4,24.6,160,"PLEVEN"
15530,43.0833,25.65,218,"VELIKO TARNOVO"
15533,43.6167,25.35,26,"SVICHTOV"
15535,43.85,25.95,45,"ROUSSE"
15549,43.5667,26.5,347,"RAZGRAD"
15550,44.1167,27.2667,16,"SILISTRA"
15552,43.2,27.95,43,"VARNA"
15561,43.5333,28.5333,28,"SHABLA"
15562,43.3667,28.4667,64,"KALIAKPA"
15600,42.8333,23.6667,1692,"MOURGASH"
15601,42.2667,22.7667,527,"KUSTENDIL"
15605,42.9333,22.9333,716,"DRAGOMAN"
15613,42.5833,23.2667,2292,"CHERNI VRAH (TOP/SOMMET)"
15614,42.65,23.3833,591,"SOFIA (OBSERV.)"
15615,42.1833,23.5833,2927,"MUSSALA (TOP/SOMMET)"
15625,42.1333,24.75,185,"PLOVDIV-KRUMOVO"
15626,42.0667,24.85,156,"PLOVDIV"
15627,42.6667,24.8333,2389,"BOTEV VRAH (TOP/SOMMET)"
15628,42.2167,24.3333,214,"IVAILO"
15635,42.2,25.3333,178,"CHIRPAN"
15640,42.6667,26.3333,257,"SLIVEN *"
15642,42.1833,26.5667,139,"ELHOVO"
15655,42.5,27.4833,28,"BURGAS"
15661,42.1,27.85,19,"ACHTOPOL"
15712,41.55,23.2667,207,"SANDANSKI"
15725,41.6667,24.6833,1930,"SNEJANKA (TOP/SOMMET)"
15726,41.8833,24.7333,1750,"ROJEN"
15730,41.65,25.3833,331,"KURDJALI"
15741,41.7667,26.2,55,"SVILENGRAD"
16008,46.7619,10.5344,1461,"S. VALENTINO ALLA MUTA"
16014,46.8839,11.44,922,"VIPITENO"
16020,46.4603,11.3264,241,"BOLZANO"
16021,46.2978,11.7867,2006,"PASSO ROLLE"
16022,46.1597,11.0342,2129,"PAGANELLA"
16023,46.0203,11.1267,190,"TRENTO"
16033,46.73,12.22,1226,"DOBBIACO"
16036,46.0286,12.6033,117,"AVIANO"
16037,46.0303,12.5992,115,"AVIANO"
16040,46.5056,13.5861,778,"TARVISIO"
16041,46.5056,13.5833,779,"TARVISIO"
16044,46.0375,13.1883,94,"UDINE/CAMPOFORMIDO"
16045,45.9756,13.0492,53,"UDINE/RIVOLTO"
16046,45.9753,13.0486,54,"UDINE/RIVOLTO"
16052,45.935,7.7061,3488,"PIAN ROSA"
16054,45.7347,7.3506,552,"AOSTA POLLEIN"
16058,44.9339,6.8222,1401,"BOUSSON VALLE DI SUSA"
16059,45.2025,7.6494,287,"TORINO CASELLE"
16060,45.1306,7.6175,278,"TORINO VENARIA REALE"
16061,45.0333,7.7317,710,"BRIC DELLA CROCE"
16064,45.53,8.6667,175,"NOVARA/CAMERI"
16066,45.63,8.7231,212,"MILANO MALPENSA"
16067,45.6478,8.8136,239,"GALLARATE"
16068,45.1128,8.4536,121,"CASALE MONFERRATO"
16072,45.8667,9.0667,1319,"MONTE BISBINO"
16073,45.8667,9.0667,1322,"MONTE BISBINO"
16076,45.6689,9.7003,237,"BERGAMO ORIO AL SERIO"
16080,45.4494,9.2783,103,"MILANO/LINATE"
16081,45.46,9.2583,109,"MILANO/LINATE"
16084,44.9092,9.7278,138,"PIACENZA S. DAMIANO"
16088,45.4206,10.2814,97,"BRESCIA/GHEDI"
16089,45.4644,10.5553,66,"DESENZANO"
